Date,Open,High,Low,Close,Adj Close,Volume
7/27/2009,22.881428,22.982857,22.465714,22.871429,19.799734,108327800
7/28/2009,22.697144,22.871429,22.514286,22.857143,19.787371,90888700
7/29/2009,22.700001,22.921429,22.607143,22.861429,19.791079,95539500
7/30/2009,23.1,23.531429,23.071428,23.255714,20.132418,117401200
7/31/2009,23.284286,23.571428,23.272858,23.341429,20.206615,105634200
8/3/2009,23.601429,23.805714,23.552856,23.775715,20.582575,98560000
8/4/2009,23.561428,23.652857,23.45857,23.65,20.473751,98952700
8/5/2009,23.678572,23.912857,23.45857,23.587143,20.419333,105795900
8/6/2009,23.654285,23.787144,23.298571,23.415714,20.270926,85404200
8/7/2009,23.641428,23.799999,23.542856,23.644285,20.468794,96838700
8/10/2009,23.665714,23.799999,23.379999,23.531429,20.371098,75073600
8/11/2009,23.384285,23.482857,23.125713,23.261429,20.137358,88835600
8/12/2009,23.221428,23.815714,23.20857,23.615715,20.444059,111267800
8/13/2009,23.807142,24.095715,23.785715,24.059999,20.82868,109995200
8/14/2009,23.991428,24.032858,23.647142,23.825714,20.62586,76454000
8/17/2009,23.364286,23.370001,22.774286,22.798571,19.736664,131095300
8/18/2009,23.09,23.462856,23.058571,23.428572,20.282049,107788100
8/19/2009,23.25,23.614286,23.207144,23.514286,20.356253,103317900
8/20/2009,23.568571,23.817142,23.515715,23.761429,20.570208,85507800
8/21/2009,23.950001,24.195715,23.828571,24.174286,20.927612,104018600
8/24/2009,24.302856,24.387142,24.038572,24.151428,20.907831,101732400
8/25/2009,24.20857,24.42,24.161428,24.200001,20.949877,81088700
8/26/2009,24.131428,24.221428,23.822857,23.915714,20.70377,75999700
8/27/2009,24.107143,24.224285,23.547142,24.207144,20.956059,112295400
8/28/2009,24.610001,24.641428,24.075714,24.292856,21.03026,113425200
8/31/2009,24.022858,24.121429,23.785715,24.030001,20.802713,77834400
9/1/2009,23.998571,24.285715,23.562857,23.614286,20.442825,117257000
9/2/2009,23.517143,23.944286,23.444286,23.597143,20.42799,91062300
9/3/2009,23.777143,23.871429,23.571428,23.792856,20.597416,73488800
9/4/2009,23.897142,24.385714,23.870001,24.33,21.062418,93657200
9/8/2009,24.711428,24.734285,24.571428,24.704287,21.38644,78761900
9/9/2009,24.682858,24.924286,24.242857,24.448572,21.165066,202771800
9/10/2009,24.58,24.75,24.401428,24.651428,21.340673,122783500
9/11/2009,24.701429,24.74,24.41,24.594286,21.29121,87240300
9/14/2009,24.404285,24.842857,24.321428,24.817142,21.484138,80502800
9/15/2009,24.862858,25.092857,24.798571,25.022858,21.662218,106617700
9/16/2009,25.427143,26.107143,25.411428,25.981428,22.492052,188505800
9/17/2009,25.997143,26.684286,25.995714,26.364286,22.823492,202643000
9/18/2009,26.547142,26.65,26.394285,26.431429,22.88162,150395700
9/21/2009,26.327143,26.451429,25.945715,26.288572,22.75795,109428900
9/22/2009,26.455715,26.482857,26.121429,26.354286,22.814838,89188400
9/23/2009,26.485714,26.985714,26.432858,26.5,22.940983,148390900
9/24/2009,26.742857,26.814285,26.110001,26.26,22.733213,137720100
9/25/2009,26.001429,26.5,25.92,26.052856,22.55389,111309800
9/28/2009,26.267143,26.668571,26.190001,26.592857,23.021366,84361200
9/29/2009,26.675714,26.771429,26.33,26.482857,22.92614,86346400
9/30/2009,26.59,26.635714,26.087143,26.478571,22.92243,134896300
10/1/2009,26.478571,26.602858,25.814285,25.837143,22.367144,131177900
10/2/2009,25.915714,26.562857,25.907143,26.414286,22.866777,138327000
10/5/2009,26.6,26.694286,26.324286,26.574286,23.005293,105783300
10/6/2009,26.82,27.144285,26.757143,27.144285,23.498735,151271400
10/7/2009,27.108572,27.221428,27.004286,27.178572,23.528416,116417000
10/8/2009,27.237143,27.35,26.984285,27.038572,23.407223,109552800
10/9/2009,26.995714,27.242857,26.945715,27.209999,23.555622,73318000
10/12/2009,27.288572,27.358572,27.091429,27.258572,23.597675,72006200
10/13/2009,27.232857,27.309999,27.1,27.145714,23.499971,87005100
10/14/2009,27.464285,27.474285,27.175714,27.327143,23.657038,93877700
10/15/2009,27.09,27.274286,27.075714,27.222857,23.566757,93389100
10/16/2009,27.049999,27.194286,26.834286,26.864286,23.256342,107856700
10/19/2009,26.835714,27.142857,26.507143,27.122858,23.480186,235557700
10/20/2009,28.657143,28.821428,28.264286,28.394285,24.580854,285259800
10/21/2009,28.502857,29.815714,28.461428,29.274286,25.342674,298431700
10/22/2009,29.242857,29.692858,28.93,29.314285,25.377306,197848000
10/23/2009,29.385714,29.4,29.032858,29.134285,25.221478,105196700
10/26/2009,29.095715,29.535715,28.585714,28.925714,25.040916,121084600
10/27/2009,28.808571,28.972857,28.064285,28.195715,24.408958,189137900
10/28/2009,28.244286,28.288572,27.299999,27.485714,23.794312,204596700
10/29/2009,27.857143,28.115715,27.448572,28.049999,24.282812,142567600
10/30/2009,28.008572,28.114286,26.881428,26.928572,23.311996,179381300
11/2/2009,27.114286,27.554285,26.51,27.044285,23.412172,169745800
11/3/2009,26.835714,27.074286,26.559999,26.964285,23.342916,130635400
11/4/2009,27.247143,27.692858,27.175714,27.258572,23.597675,121882600
11/5/2009,27.485714,27.857143,27.402857,27.718571,23.995897,96200300
11/6/2009,27.501429,27.884285,27.485714,27.762857,24.034229,73774400
11/9/2009,28.134285,28.842857,28.037144,28.780001,24.914774,132213900
11/10/2009,28.717142,29.282858,28.715714,28.997143,25.102751,100298800
11/11/2009,29.222857,29.285715,28.832857,29.035715,25.136141,110967500
11/12/2009,29.02,29.267143,28.775715,28.855715,24.980318,90932800
11/13/2009,28.981428,29.261429,28.867144,29.207144,25.284544,85810200
11/16/2009,29.354286,29.714285,29.287144,29.518572,25.554153,121301600
11/17/2009,29.440001,29.634285,29.285715,29.571428,25.599911,99128400
11/18/2009,29.505714,29.571428,29.142857,29.422857,25.471292,93580200
11/19/2009,29.23,29.23,28.542856,28.644285,24.797285,135581600
11/20/2009,28.450001,28.627142,28.251429,28.559999,24.724318,101666600
11/23/2009,29,29.428572,28.992857,29.411428,25.461395,118724200
11/24/2009,29.332857,29.411428,28.985714,29.205715,25.283312,79609600
11/25/2009,29.342857,29.378571,29.108572,29.17,25.252392,71613500
11/27/2009,28.459999,28.994286,28.338572,28.655714,24.807182,73814300
11/30/2009,28.73,28.811428,28.395714,28.558571,24.723078,106214500
12/1/2009,28.891428,28.967142,28.118572,28.138571,24.359488,116440800
12/2/2009,28.422857,28.774286,27.964285,28.032858,24.267975,178815000
12/3/2009,28.202858,28.425714,28.038572,28.068571,24.298895,112179900
12/4/2009,28.528572,28.554285,27.182858,27.617144,23.908087,206721200
12/7/2009,27.617144,27.681429,26.954287,26.992857,23.367653,178689700
12/8/2009,27.051428,27.478571,26.957144,27.124287,23.481421,172599700
12/9/2009,27.325714,28.308571,27.187143,28.257143,24.462133,171195500
12/10/2009,28.5,28.528572,28.017143,28.061428,24.292704,122417400
12/11/2009,28.254286,28.285715,27.632856,27.809999,24.075047,107443700
12/14/2009,27.91,28.204287,27.508572,28.139999,24.360725,123947600
12/15/2009,27.975714,28.215714,27.610001,27.738571,24.013208,104864900
12/16/2009,27.871429,28.071428,27.792856,27.861429,24.11956,88246200
12/17/2009,27.751429,27.857143,27.285715,27.408571,23.727531,97209700
12/18/2009,27.595715,27.928572,27.514286,27.918571,24.169037,152192600
12/21/2009,28.007143,28.535715,27.952858,28.318571,24.51531,152976600
12/22/2009,28.491428,28.692858,28.379999,28.622858,24.778732,87378900
12/23/2009,28.742857,28.911428,28.687143,28.871429,24.993919,86381400
12/24/2009,29.078571,29.907143,29.049999,29.862858,25.852201,125222300
12/28/2009,30.245714,30.564285,29.944286,30.23,26.170031,161141400
12/29/2009,30.375713,30.388571,29.818571,29.871429,25.859617,111301400
12/30/2009,29.832857,30.285715,29.758572,30.234285,26.173737,103021100
12/31/2009,30.447144,30.478571,30.08,30.104286,26.061205,88102700
1/4/2010,30.49,30.642857,30.34,30.572857,26.466835,123432400
1/5/2010,30.657143,30.798571,30.464285,30.625713,26.512596,150476200
1/6/2010,30.625713,30.747143,30.107143,30.138571,26.090879,138040000
1/7/2010,30.25,30.285715,29.864286,30.082857,26.042646,119282800
1/8/2010,30.042856,30.285715,29.865715,30.282858,26.215786,111902700
1/11/2010,30.4,30.428572,29.778572,30.015715,25.984528,115557400
1/12/2010,29.884285,29.967142,29.488571,29.674286,25.688946,148614900
1/13/2010,29.695715,30.132856,29.157143,30.092857,26.051304,151473000
1/14/2010,30.015715,30.065714,29.860001,29.918571,25.900436,108223500
1/15/2010,30.132856,30.228571,29.41,29.418571,25.467583,148516900
1/19/2010,29.761429,30.741428,29.605715,30.719999,26.594227,182501900
1/20/2010,30.701429,30.792856,29.928572,30.247143,26.18487,153038200
1/21/2010,30.297142,30.472857,29.601429,29.724285,25.732233,152038600
1/22/2010,29.540001,29.642857,28.165714,28.25,24.455948,220441900
1/25/2010,28.93,29.242857,28.598572,29.01,25.113882,266424900
1/26/2010,29.421429,30.530001,28.940001,29.42,25.468813,466777500
1/27/2010,29.549999,30.082857,28.504286,29.697144,25.708735,430642100
1/28/2010,29.275715,29.357143,28.385714,28.469999,24.646406,293375600
1/29/2010,28.725714,28.885714,27.178572,27.437143,23.75227,311488100
2/1/2010,27.481428,28,27.328571,27.818571,24.082464,187469100
2/2/2010,27.987143,28.045713,27.625713,27.98,24.222212,174585600
2/3/2010,27.881428,28.6,27.774286,28.461428,24.638979,153832000
2/4/2010,28.104286,28.338572,27.367144,27.435715,23.751026,189413000
2/5/2010,27.518572,28,27.264286,27.922857,24.172745,212576700
2/8/2010,27.955715,28.268572,27.714285,27.731428,24.007027,119567700
2/9/2010,28.059999,28.214285,27.821428,28.027143,24.263025,158221700
2/10/2010,27.984285,28.085714,27.751429,27.874287,24.130701,92590400
2/11/2010,27.84,28.535715,27.722857,28.381428,24.569729,137586400
2/12/2010,28.301428,28.805714,27.928572,28.625713,24.781204,163867200
2/16/2010,28.848572,29.098572,28.788572,29.057142,25.154692,135934400
2/17/2010,29.17,29.187143,28.694286,28.935715,25.04957,109099200
2/18/2010,28.804285,29.127142,28.702858,28.99,25.096561,105706300
2/19/2010,28.837143,29.028572,28.73,28.809999,24.940742,103867400
2/22/2010,28.905714,28.928572,28.455715,28.631428,24.78616,97640900
2/23/2010,28.571428,28.761429,27.95857,28.151428,24.370621,143773700
2/24/2010,28.318571,28.777143,28.262857,28.665714,24.815836,115141600
2/25/2010,28.197144,28.98,28.127142,28.857143,24.981554,166281500
2/26/2010,28.911428,29.309999,28.857143,29.231428,25.305573,126865200
3/1/2010,29.392857,29.928572,29.35,29.855715,25.846012,137523400
3/2/2010,29.99,30.118572,29.677143,29.835714,25.828703,141636600
3/3/2010,29.848572,29.981428,29.705715,29.904285,25.888062,93013200
3/4/2010,29.897142,30.131428,29.804285,30.101429,26.058725,91510300
3/5/2010,30.705715,31.385714,30.661428,31.278572,27.07778,224905100
3/8/2010,31.43,31.441429,31.178572,31.297142,27.093855,107472400
3/9/2010,31.187143,32.142857,31.127142,31.860001,27.58112,230064800
3/10/2010,31.975714,32.21143,31.885714,32.119999,27.806202,149054500
3/11/2010,31.987143,32.214287,31.902857,32.214287,27.887825,101425100
3/12/2010,32.48143,32.532856,32.25,32.371429,28.023863,104080900
3/15/2010,32.197144,32.214287,31.464285,31.977142,27.682528,123375700
3/16/2010,32.025715,32.139999,31.787144,32.064285,27.757971,111727000
3/17/2010,32.128571,32.349998,31.895714,32.017143,27.717154,112739200
3/18/2010,32.014286,32.142857,31.801428,32.092857,27.782703,85527400
3/19/2010,32.112858,32.177143,31.604286,31.75,27.485895,139861400
3/22/2010,31.495714,32.285713,31.450001,32.107143,27.795071,114104900
3/23/2010,32.234287,32.682858,32.014286,32.622856,28.241524,150607800
3/24/2010,32.52,32.885715,32.501427,32.767143,28.366425,149445100
3/25/2010,32.988571,32.995716,32.32143,32.378571,28.030043,135571100
3/26/2010,32.707142,33.135715,32.650002,32.985714,28.555645,160218800
3/29/2010,33.285713,33.41,33.08857,33.19857,28.739906,135186100
3/30/2010,33.799999,33.925713,33.464287,33.692856,29.167816,131827500
3/31/2010,33.64143,33.80143,33.494286,33.57143,29.0627,107664900
4/1/2010,33.915714,34.104286,33.25,33.709999,29.182661,150786300
4/5/2010,33.568573,34.072857,33.53857,34.07,29.494308,171126900
4/6/2010,34.028572,34.32,33.857143,34.220001,29.624166,111754300
4/7/2010,34.221428,34.560001,34.094284,34.371429,29.755251,157125500
4/8/2010,34.348572,34.505714,34.005714,34.278572,29.67487,143247300
4/9/2010,34.490002,34.555714,34.351429,34.541428,29.902428,83545700
4/12/2010,34.599998,34.724285,34.544285,34.612858,29.964258,83256600
4/13/2010,34.55143,34.685715,34.444286,34.632858,29.981571,76552700
4/14/2010,35.040001,35.115715,34.867142,35.098572,30.384733,101019100
4/15/2010,35.111427,35.575714,35.072857,35.560001,30.784204,94196200
4/16/2010,35.509998,35.877144,34.935715,35.342857,30.596218,187636400
4/19/2010,35.290001,35.412857,34.53857,35.295715,30.555408,141731100
4/20/2010,35.505714,35.607143,34.708572,34.941429,30.248701,184581600
4/21/2010,36.971428,37.17857,36.532856,37.031429,32.058018,245597800
4/22/2010,36.89143,38.107143,36.599998,38.067142,32.954624,198356200
4/23/2010,38.284286,38.882858,38.142857,38.689999,33.493832,199238900
4/26/2010,38.84,38.922855,38.312859,38.5,33.329353,119767200
4/27/2010,38.181427,38.262856,37.217144,37.434284,32.406757,177335900
4/28/2010,37.607143,37.714287,36.630001,37.371429,32.352356,189600600
4/29/2010,37.574287,38.57143,37.43,38.377144,33.222996,139710200
4/30/2010,38.472858,38.652859,37.285713,37.298573,32.289265,135615900
5/3/2010,37.691429,38.26857,37.554287,38.049999,32.939774,113585500
5/4/2010,37.555714,37.612858,36.67857,36.954285,31.99123,180954900
5/5/2010,36.147144,36.877144,35.532856,36.57,31.65855,220775800
5/6/2010,36.261429,36.892857,28.464285,35.17857,30.453995,321465200
5/7/2010,34.815716,35.224285,32.172855,33.694286,29.16906,419004600
5/10/2010,35.75,36.378571,35.504284,36.284286,31.411213,246076600
5/11/2010,35.977142,37.127144,35.785713,36.645714,31.7241,212226700
5/12/2010,37.034286,37.59,36.957142,37.441429,32.412945,163594900
5/13/2010,37.602856,37.857143,36.628571,36.908573,31.951658,149928100
5/14/2010,36.451427,36.639999,35.642857,36.259998,31.390186,189840700
5/17/2010,36.385715,36.597141,35.387142,36.317142,31.439657,190708700
5/18/2010,36.71143,36.935715,35.751427,36.05143,31.209614,195669600
5/19/2010,35.642857,36.131428,34.978573,35.477142,30.712471,256431700
5/20/2010,34.554287,34.835712,33.744286,33.965714,29.404034,320728800
5/21/2010,33.259998,34.92857,33.049999,34.617142,29.967972,305972800
5/24/2010,35.325714,35.842857,35.18,35.251427,30.517067,188559700
5/25/2010,34.192856,35.251427,33.880001,35.031429,30.326622,262001600
5/26/2010,35.725716,36.01857,34.82143,34.872856,30.189339,212663500
5/27/2010,35.799999,36.27,35.587143,36.192856,31.332062,166570600
5/28/2010,37.055714,37.057144,36.192856,36.697144,31.768623,203903700
6/1/2010,37.098572,37.991428,36.994286,37.261429,32.25713,219118200
6/2/2010,37.791428,37.828571,37.189999,37.707142,32.642975,172137000
6/3/2010,37.882858,37.935715,37.201427,37.58857,32.540325,162526700
6/4/2010,36.887142,37.414288,36.375713,36.565716,31.654835,189576100
6/7/2010,36.898571,37.021427,35.792858,35.848572,31.034019,221735500
6/8/2010,36.177143,36.257141,35.092857,35.618572,30.834908,250192600
6/9/2010,35.924286,35.985714,34.64143,34.742859,30.076796,213657500
6/10/2010,34.977142,35.854286,34.599998,35.787144,30.980843,194089000
6/11/2010,35.46143,36.265713,35.33857,36.215714,31.351847,136439800
6/14/2010,36.565716,37.021427,36.287144,36.325714,31.447088,150740100
6/15/2010,36.52,37.121429,36.5,37.098572,32.116135,146268500
6/16/2010,37.299999,38.25,37.232857,38.17857,33.051083,195919500
6/17/2010,38.657143,38.985714,38.5,38.83857,33.622452,218213800
6/18/2010,38.892857,39.285713,38.774284,39.152859,33.89452,196155400
6/21/2010,39.669998,39.85857,38.389999,38.595715,33.412212,194122600
6/22/2010,38.880001,39.424286,38.785713,39.121429,33.86731,179315500
6/23/2010,39.225716,39.237144,38.271427,38.709999,33.51115,192114300
6/24/2010,38.714287,39.028572,38.299999,38.42857,33.267521,178569300
6/25/2010,38.580002,38.610001,37.972858,38.099998,32.983074,137485600
6/28/2010,38.132858,38.535713,37.78857,38.328571,33.180943,146237000
6/29/2010,37.73143,37.77,36.328571,36.595715,31.680811,283336200
6/30/2010,36.672855,36.852856,35.715714,35.932858,31.106989,184863000
7/1/2010,36.328571,36.400002,34.745716,35.497143,30.729792,255724000
7/2/2010,35.784286,35.847141,34.742859,35.277142,30.539333,173460700
7/6/2010,35.857143,36.114285,35.165714,35.51857,30.748335,153808900
7/7/2010,35.784286,36.967144,35.67857,36.952858,31.989985,163639000
7/8/2010,37.497143,37.557144,36.412857,36.869999,31.918266,184536100
7/9/2010,36.69857,37.128571,36.451427,37.08857,32.107479,108330600
7/12/2010,36.932858,37.407143,36.408573,36.755714,31.819332,140719600
7/13/2010,36.617142,36.628571,35.204285,35.971428,31.140364,297731000
7/14/2010,35.625713,36.542858,35.57143,36.104286,31.255392,203011900
7/15/2010,35.46143,36.709999,35.328571,35.921429,31.097084,206216500
7/16/2010,36.168571,36.424286,35.487144,35.700001,30.905407,259964600
7/19/2010,35.697144,35.697144,34.228573,35.082859,30.371145,256119500
7/20/2010,34.700001,36.128571,34.287144,35.984287,31.151503,268737700
7/21/2010,37.869999,37.878571,36.285713,36.32,31.442122,296417800
7/22/2010,36.811428,37.142857,36.472858,37.002857,32.033283,161329700
